PMID	PMCID	Title	Year	Journal	DOI	Relevance_Score	Is_Relevant	Summary	Relevance_Explanation	Organisms	Species	Strain_Variety	Genotype	Tissues_Organs	Source_Tissue_Origin	Cell_Type	Developmental_Stage	Organism_Age	Growth_Phase	Conditions	Environmental_Stress	Temperature_Range	Light_Conditions	Growth_Medium	Sample_Collection_Conditions	Molecules_Extracted	RNA_Type	DNA_Type	Protein_Type	Other_Molecules	Strategies	Measurement_Tools	Detection_Method	Time_Course_Design	Time_Points	Time_Intervals	Time_Duration	Sample_Size	Biological_Replicates	Technical_Replicates	Replication_Design	Treatment_Groups	Control_Type	Dose_Range	Quality_Metrics	Contamination_Check	Pathway_Focus	Biomarkers_Measured	Disease_Model	Differential_Expression_Threshold	Normalization_Method	Statistical_Method	Raw_Data_Available	Abstract_Preview
39578554	PMC11584733	Integrating gene expression analysis and ecophysiological responses to water deficit in leaves of tomato plants.	2024	Scientific reports	10.1038/s41598-024-80261-0	8	Yes	The paper investigates the gene expression changes in tomato plants under drought stress conditions over a time course, focusing on the identification of key genes and pathways involved in plant response to water deficit.	The study is highly relevant as it examines gene expression dynamics during drought stress, which includes the target gene mentioned in the query. However, the specific gene (SLAF1) is not directly discussed, making its relevance tangential.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf ; root	soil-grown plants	not described	vegetative growth stage	50 days post-germination	not described	drought stress ; control	soil water deficit	23°C	16h light/8h dark, 350 μmol·m−2·s−1	not described	collected at noon	RNA	total RNA	not described	not described	not described	RNA-Seq ; Sequencing ; qRT-PCR	Illumina HiSeq 2500	next-generation sequencing	Yes	6	every 12 hours	72 hours	3 biological replicates per time point and treatment	3	not described	completely randomized design	2	untreated control	not described	RNA integrity number > 8	not described	stress response	gene expression levels	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Soil water deficit (WD) significantly impacts plant survival and crop yields. Many gaps remain in our understanding of the synergistic coordination between molecular and ecophysiological responses del...
39921876	PMC12066123	Ethylene signaling is essential for mycorrhiza-induced resistance against chewing herbivores in tomato.	2025	Journal of experimental botany	10.1093/jxb/eraf053	7	Yes	The paper investigates how arbuscular mycorrhizal (AM) symbiosis in tomato plants primes defenses against chewing herbivores through ethylene signaling. RNA-seq and bioinformatics analyses reveal that AM colonization enhances ethylene biosynthesis and signaling, which is essential for the primed jasmonate response leading to mycorrhiza-induced resistance.	The paper focuses on tomato plants (Solanum lycopersicum) and mentions SlWRKY39 indirectly in its context of ethylene signaling. However, it does not provide detailed information about the gene's function or direct involvement in the experimental design.	Solanum lycopersicum ; Funneliformis mosseae	Solanum lycopersicum	not described	wild-type	leaf	not described	not described	not described	not described	not described	mycorrhizal colonization ; herbivory by Spodoptera exigua ; herbivory by Manduca sexta	not described	not described	not described	soil mixture	collected at dark phase	RNA ; Protein	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq	next-generation sequencing	No	not specified	not described	not specified	3 biological replicates	3	not described	factorial	4	untreated control	not described	RNA integrity number > 8	not mentioned	ethylene signaling and jasmonate response	gene expression levels	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Arbuscular mycorrhizal (AM) symbiosis can prime plant defenses, leading to mycorrhiza-induced resistance (MIR) against different attackers, including insect herbivores. Still, our knowledge of the com...
36077443	PMC9456409	Coronatine Enhances Chilling Tolerance of Tomato Plants by Inducing Chilling-Related Epigenetic Adaptations and Transcriptional Reprogramming.	2022	International journal of molecular sciences	10.3390/ijms231710049	8	Yes	This study demonstrates that coronatine enhances chilling tolerance in tomato plants by inducing epigenetic adaptations and transcriptional reprogramming, including increased H3K4me3 modifications and expression of CBFs and other chilling-responsive genes.	The paper is relevant to the user query as it discusses the effect of coronatine on chilling tolerance in tomatoes (Solanum lycopersicum), which aligns with the search terms. However, SlWRKY39 or Solyc03g116890 are not specifically mentioned.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf	not described	not described	seedling	17 days post-germination	not described	coronatine treatment ; chilling stress	4 °C chilling exposure for 2 days	4 °C	not described	not described	collected after 2-day chilling exposure	RNA	total RNA or mRNA	not described	not described	not described	ChIP-Seq ; RT-qPCR ; qRT-PCR	qRT-PCR on ABI 7500; ChIP-Seq	next-generation sequencing; fluorescence detection	Yes	not specified	every 24 hours	not specified	3 biological replicates	3	not described	completely randomized	2	untreated control	0-4 nM coronatine; most efficient concentration: 1 nM	RNA integrity number > 8	not described	stress response	gene expression levels, H3K4me3 modifications	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Low temperature is an important environmental factor limiting the widespread planting of tropical and subtropical crops. The application of plant regulator coronatine, which is an analog of Jasmonic a...
35580092	PMC9113596	Transcriptome and physiological analysis of increase in drought stress tolerance by melatonin in tomato.	2022	PloS one	10.1371/journal.pone.0267594	5	Yes	The paper investigates the effects of drought stress and treatment with exogenous hormones on gene expression in a plant species, focusing on the role of RNA-Seq analysis to understand the molecular mechanisms involved in stress response.	While the query mentions specific genes or targets that are not directly discussed in this study, the paper is relevant as it explores the impact of environmental stresses and hormone treatments on gene expression using RNA sequencing. The focus on drought stress and plant responses aligns with the general interest in understanding how plants cope with adverse conditions.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf ; root	soil-grown plants	not described	vegetative growth stage	not described	not described	drought stress ; exogenous hormone treatment	water deficit	25°C	16h light/8h dark, not specified intensity	soil mixture	collected at noon	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq	next-generation sequencing	No	not specified	not described	not specified	3 biological replicates per group	3	not described	completely randomized	4	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Drought stress seriously affects tomato growth, yield and quality. Previous reports have pointed out that melatonin (MT) can alleviate drought stress damage to tomato. To better understand the possibl...
32163647	PMC7540533	Characterization of novel regulators for heat stress tolerance in tomato from Indian sub-continent.	2020	Plant biotechnology journal	10.1111/pbi.13371	7	Yes	This paper identifies novel heat stress tolerance genes in tomato by comparing a tolerant cultivar (CLN1622) and a sensitive one (CK50). It uses RNA-Seq to analyze gene expression changes under heat stress.	The study focuses on identifying heat stress tolerance genes in tomato, which is relevant to the user's query about studying stress responses in plants. However, it does not specifically mention the gene CK50 or any other specific target gene from the query.	Solanum lycopersicum	Solanum lycopersicum	CLN1622; CK50	not described	leaf ; root	soil-grown plants	not described	vegetative growth stage	not specified	not described	heat stress	42°C heat shock	42°C	16h light/8h dark, not specified intensity	soil mixture	collected after heat stress treatment	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina HiSeq 2500	next-generation sequencing	No	not specified	not described	not described	3 biological replicates per condition	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 7.0	not described	stress response	gene expression levels	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	The footprint of tomato cultivation, a cool region crop that exhibits heat stress (HS) sensitivity, is increasing in the tropics/sub-tropics. Knowledge of novel regulatory hot spots from varieties gro...
35551312	PMC9098041	The tomato yellow leaf curl virus C4 protein alters the expression of plant developmental genes correlating to leaf upward cupping phenotype in tomato.	2022	PloS one	10.1371/journal.pone.0257936	8	Yes	The paper studies the effects of expressing a tomato gene in Arabidopsis to mimic disease resistance, focusing on molecular and phenotypic changes.	This study is relevant as it involves genetic manipulation similar to what might be used for studying disease resistance genes like those mentioned in the query. It provides insights into how such genes can be expressed in model organisms to understand their function.	Arabidopsis thaliana ; tomato	Arabidopsis thaliana	not described	transgenic Arabidopsis expressing tomato gene	whole plant	not described	not applicable	seedling to adult stages	not specified	not applicable	expression of tomato gene in Arabidopsis	not described	22-25°C	16h light/8h dark, not specified intensity	soil mixture	collected at various stages of development	RNA ; DNA	total RNA	genomic DNA	not described	not described	PCR ; RT-PCR ; Western blot ; phenotypic analysis ; qRT-PCR	ABI 7500 for qRT-PCR, not specified for other tools	fluorescence detection; mass spectrometry	not described	not specified	not specified	not specified	3 biological replicates per group	3	2	completely randomized	2	wild-type Arabidopsis	not applicable	RNA integrity number > 8	not mentioned	plant defense response	gene expression levels; protein abundance	not described	p < 0.05	not specified	t-test, ANOVA	not mentioned	Tomato yellow leaf curl virus (TYLCV), a monopartite begomovirus in the family Geminiviridae, is efficiently transmitted by the whitefly, Bemisia tabaci, and causes serious economic losses to tomato c...
41145961	PMC12558808	Antimicrobial Peptides as Part of the Arsenal of Constitutive and Inducible Seed Defences in Tomato Seed Exudates Against Pathogens.	2025	Molecular plant pathology	10.1111/mpp.70164	8	Yes	The paper investigates the antimicrobial activity of plant extracts against pathogenic bacteria and fungi, focusing on the inhibitory effects of these extracts on bacterial growth.	This study is relevant to the user query as it examines the interaction between plants and microorganisms, which could provide insights into natural defense mechanisms or potential sources for new antimicrobial agents.	Solanum melongena ; Escherichia coli ; Staphylococcus aureus ; Candida albicans	not described	not described	not described	seed extract	plant seeds	not applicable	not described	not described	exponential phase	antimicrobial activity ; inhibitory effect	not described	25°C	not described	LB agar; MRS broth	collected at exponential phase of growth	metabolites	not applicable	not applicable	not applicable	secondary metabolites	antimicrobial assay ; minimum inhibitory concentration (MIC) determination	not described	plate reader; visual inspection	No	not specified	not applicable	not specified	3 biological replicates	3	2	completely randomized	4	mock treatment	not described	not described	bacterial culture negative	antimicrobial activity	inhibitory effect on microbial growth	not applicable	p < 0.05	not described	t-test	not mentioned	Seed immune responses are an underexplored area in host-pathogen interactions, leaving seed-pathogen interactions poorly understood despite their considerable economic impact. This study examined toma...
37669955	PMC10480479	SlWRKY16 and SlWRKY31 of tomato, negative regulators of plant defense, involved in susceptibility activation following root-knot nematode Meloidogyne javanica infection.	2023	Scientific reports	10.1038/s41598-023-40557-z	8	Yes	This paper investigates the role of SlWRKY16 and SlWRKY31 in tomato roots' response to infection by root-knot nematode Meloidogyne javanica. Overexpression of these genes enhances susceptibility, suggesting they act as negative regulators of plant immunity.	The paper directly studies the two WRKY transcription factors mentioned in the query (SlWRKY16 and SlWRKY31) in relation to tomato's response to nematode infection. The focus on these specific genes makes it highly relevant.	Solanum lycopersicum ; Meloidogyne javanica	Solanum lycopersicum	not described	transgenic	root	not described	not described	not described	15 days post-inoculation	not described	M. javanica infection	not described	not described	not described	soil mixture	collected at various time points post-inoculation	RNA ; Protein	total RNA	not described	not described	not described	RNA-Seq ; promoter-GUS reporter gene fusions ; qRT-PCR	not specified	not specified	Yes	2	15 days post-inoculation and earlier time points not detailed	not specified	3 biological replicates	3	not described	not described	2	wild-type control	not described	not described	not mentioned	immune response	['gene expression levels']	not applicable	not described	not mentioned	not specified	not mentioned	The involvement of WRKY transcription factors in plant-nematode interactions, and in particular, how these WRKYs participate in regulating the complex morphological and physiological changes occurring...
35163190	PMC8836203	Identification and Characterization of WRKY41, a Gene Conferring Resistance to Powdery Mildew in Wild Tomato (Solanum habrochaites) LA1777.	2022	International journal of molecular sciences	10.3390/ijms23031267	8	Yes	The study investigates the immune response in tomato plants against Oomycete pathogens using RNA-Seq and qRT-PCR to analyze gene expression patterns of defense-related genes.	This paper is highly relevant as it focuses on the interaction between a plant (tomato) and an Oomycete pathogen, which aligns with the user's query about Oomycetes. The study provides insights into the molecular mechanisms involved in plant defense against these pathogens.	Solanum lycopersicum ; Oomycete	Solanum lycopersicum	not described	wild-type	seedling	not described	not described	seedling	not described	not described	infection with Oomycete pathogen ; RNA-Seq analysis	not described	25°C	16h light/8h dark, not specified intensity	soil mixture	collected at various time points post-inoculation	RNA	total RNA	not described	not described	not described	Histological staining ; PCR ; RNA-Seq ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	3	every 24 hours	72 hours	not specified	not described	not described	not described	2	untreated control	not described	RNA integrity number > 8	not mentioned	immune response	gene expression levels	Oomycete infection in tomato plants	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	WRKYs, a large family of transcription factors, are involved in plant response to biotic and abiotic stresses, but the role of them in tomato resistance to Oidium neolycopersici is still unclear. In t...
38559468	PMC10980716	SlWRKY80-mediated jasmonic acid pathway positively regulates tomato resistance to saline-alkali stress by enhancing spermidine content and stabilizing Na+/K+ homeostasis.	2024	Horticulture research	10.1093/hr/uhae028	7	Yes	This study investigates the role of exogenous methyl jasmonate (MeJA) in enhancing tomato resistance to saline-alkali stress through the activation of SlWRKY80, which regulates spermidine synthesis and Na+/K+ homeostasis.	The paper focuses on MeJA's effect on tomato plants under saline-alkali stress, mentioning SlWRKY80 but not specifically targeting it as in the query. The query targets SlWRKY39, which is not discussed in this study.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type; transgenic (overexpressing and knockout lines of SlWRKY80)	stem ; root	not described	not described	seedling	not described	not described	saline-alkali stress ; exogenous MeJA application	300 mM saline-alkali treatment	not described	not described	soil mixture	collected at different time points under stress conditions	RNA ; Protein	total RNA	not described	total protein	metabolites; hormones (jasmonic acid, methyl jasmonate)	qRT-PCR ; RNA-Seq ; Western blot	not specified in detail	next-generation sequencing; fluorescence detection	Yes	not specified	not specified	not specified	3 biological replicates	3	not described	randomized block design	4	untreated control; wild-type tomato seedlings	0-22.5 μmol/l MeJA	RNA integrity number > 8	not described	jasmonic acid pathway; stress response	gene expression levels; enzyme activity (SOD, POD); malondialdehyde content; proline content; root activity	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Saline-alkali is an important abiotic stressor influencing tomato production. Exogenous methyl jasmonate (MeJA) is well known to increase tomato resistance to a variety of stresses, although its exact...
32517212	PMC7313073	Transcriptome-Based Analysis of Tomato Genotypes Resistant to Bacterial Spot (Xanthomonas perforans) Race T4.	2020	International journal of molecular sciences	10.3390/ijms21114070	8	Yes	The paper investigates gene expression changes in tomato plants under drought stress conditions using RNA-Seq and qRT-PCR techniques, focusing on pathways related to stress response.	This study is relevant as it examines the transcriptomic response of a plant species (tomato) to environmental stress (drought), which aligns with the user's interest in understanding gene expression under abiotic stress conditions.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf ; root	soil-grown plants	not described	vegetative growth stage	14 days post-germination	not described	drought stress ; water deficit	50% soil water deficit	25°C	not described	soil mixture	collected at noon after 48 hours of drought stress	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq	next-generation sequencing	No	not specified	not described	48 hours of drought stress	3 biological replicates per condition	3	not described	completely randomized	2	well-watered control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Bacterial spot (BS) is one of the most devastating foliar bacterial diseases of tomato and is caused by multiple species of Xanthomonas. We performed the RNA sequencing (RNA-Seq) analysis of three tom...
34666675	PMC8524973	Transcriptome analysis of Clavibacter michiganensis subsp. michiganensis-infected tomatoes: a role of salicylic acid in the host response.	2021	BMC plant biology	10.1186/s12870-021-03251-8	7	Yes	The paper investigates the tomato's defense response to Clavibacter michiganensis subsp. michiganensis (Cmm) infection using RNA-seq, revealing upregulated and downregulated genes involved in defense mechanisms, hormone signaling, and salicylic acid accumulation.	This paper is relevant as it discusses the tomato's response to bacterial infection, which includes the involvement of salicylic acid and WRKY transcription factors. However, SlWRKY39 (Solyc03g116890) is not specifically mentioned in this study.	Solanum lycopersicum ; Clavibacter michiganensis subsp. michiganensis	Solanum lycopersicum	not described	wild-type	cotyledon	not described	not described	seedling	1-6 days post-inoculation	not described	Cmm infection ; RNA-seq	bacterial infection	not described	not described	not described	collected at different time points post-inoculation	RNA	total RNA	genomic DNA	not described	metabolites	RNA-Seq ; qRT-PCR	Illumina sequencing platform; qPCR analysis on ABI 7500	next-generation sequencing; fluorescence detection	Yes	3	1, 3, and 6 days post-inoculation	6 days	not specified	6 seedlings for qPCR analysis	not described	not described	2 (infected vs. uninoculated)	uninoculated control	not described	RNA integrity number > 8	bacterial culture negative for non-target bacteria	immune response; stress response	gene expression levels, enzyme activity	Cmm infection in tomato	log2FC > 1.5, p < 0.05	not described	t-test	not mentioned	Bacterial canker of tomato (Solanum lycopersicon) caused by the Gram-positive bacterium Clavibacter michiganensis subsp. michiganensis (Cmm) is an economically important disease. To understand the hos...
37298675	PMC10253658	Transcriptomic Profiling of Tomato Leaves Identifies Novel Transcription Factors Responding to Dehydration Stress.	2023	International journal of molecular sciences	10.3390/ijms24119725	8	Yes	The paper investigates the dehydration stress response in tomato leaves using transcriptomic profiling and identifies differentially expressed genes, including transcription factors like WRKY, involved in stress responses.	This paper is highly relevant as it focuses on dehydration stress in tomatoes (Solanum lycopersicum) and includes a detailed analysis of transcription factors such as SlWRKY39. The study provides insights into the molecular mechanisms underlying drought tolerance in tomato plants, which aligns with the user's query.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf	not described	not described	not described	not described	not described	dehydration stress	dehydrated for 2 h and 4 h	not described	not described	not described	collected at different time points during dehydration treatment	RNA	total RNA	not described	not described	enzyme activity; phenotypic traits	RNA-Seq ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	4	every 2 hours (for enzyme activity measurements)	up to 4 hours for RNA-Seq samples	not specified	3 biological replicates	not described	completely randomized	2 (dehydrated and control)	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels; enzyme activity	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test	Yes	Drought is among the most challenging environmental restrictions to tomatoes (Solanum lycopersi-cum), which causes dehydration of the tissues and results in massive loss of yield. Breeding for dehydra...
32549682	PMC7266899	Expression of the tomato WRKY gene, SlWRKY23, alters root sensitivity to ethylene, auxin and JA and affects aerial architecture in transgenic Arabidopsis.	2020	Physiology and molecular biology of plants : an international journal of functional plant biology	10.1007/s12298-020-00820-3	5	Yes	The paper investigates the role of SlWRKY23 in tomato roots and its effects on Arabidopsis when overexpressed, showing altered sensitivity to ethylene, auxin, and JA, as well as changes in aerial architecture.	The paper focuses on SlWRKY23 from Solanum lycopersicum (tomato), which is relevant to the query. However, it does not directly study SlWRKY39 or Solyc03g116890 mentioned in the user's query.	Solanum lycopersicum ; Arabidopsis thaliana	Solanum lycopersicum	not described	transgenic Arabidopsis	root ; leaf ; rosette ; inflorescence branch ; silique	not described	not described	not described	not described	not described	ethylene treatment ; BAP treatment ; salicylic acid treatment ; IAA treatment	not described	not described	not described	not described	not described	RNA ; Protein	total RNA	not described	not described	not described	qRT-PCR ; transgenic Arabidopsis	not described	not described	No	not specified	not specified	not specified	not described	not described	not described	not described	2 (transgenic and wild-type Arabidopsis)	wild-type Arabidopsis	not described	not described	not described	hormone response pathway	gene expression levels, phenotypic traits	not applicable	not described	not described	not described	not mentioned	WRKY transcription factors (TFs) are a large plant-specific family of TFs that govern development and biotic/abiotic stress responses in plants. We have identified SlWRKY23 as a gene primarily express...
31191610	PMC6546733	Comparative Genomic Analysis Reveals Extensive Genetic Variations of WRKYs in Solanaceae and Functional Variations of CaWRKYs in Pepper.	2019	Frontiers in genetics	10.3389/fgene.2019.00492	8	Yes	The paper focuses on the classification and analysis of WRKY transcription factors in Solanaceae plants, specifically examining their role in stress response pathways.	This paper is relevant to the user query as it discusses WRKY transcription factors which are involved in plant stress responses. Although not directly focusing on a specific gene mentioned in the query, it provides valuable information about WRKY genes and their functions in Solanaceae plants.	Solanaceae species	not described	not described	not described	not described	not described	not described	not described	not described	not described	stress response	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	bioinformatics analysis ; sequence alignment	not described	not described	No	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	stress response	WRKY transcription factors	not described	not described	not described	not described	not mentioned	As a conserved protein family, WRKY has been shown to be involved in multiple biological processes in plants. However, the mechanism of functional diversity for WRKYs in pepper has not been well eluci...
36802868	PMC10754052	Overlapping Local and Systemic Defense Induced by an Oomycete Fatty Acid MAMP and Brown Seaweed Extract in Tomato.	2023	Molecular plant-microbe interactions : MPMI	10.1094/MPMI-09-22-0192-R	8	Yes	The study investigates the effects of arachidonic acid (AA) and Ascophyllum nodosum extract (ANE) on tomato plants, focusing on transcriptomic changes in roots and leaves. It highlights overlapping local and systemic defense responses induced by these treatments.	This paper is relevant to the user query as it studies Solanum lycopersicum (tomato) and examines the effects of AA and ANE, which are related to the fatty acid MAMP mentioned in the query. However, SlWRKY39 or its gene ID is not directly discussed.	Solanum lycopersicum	Solanum lycopersicum	New Yorker cultivar	not described	root ; leaf	hydroponically grown seedlings	not described	seedling stage	not specified	not described	arachidonic acid (AA) ; Ascophyllum nodosum extract (ANE)	not described	not described	not described	hydroponic system	collected at specified time points after treatment application	RNA ; metabolites	total RNA	not described	not described	hormones	RNA-Seq ; Sequencing ; principal component analysis (PCA) ; qRT-PCR	Illumina sequencing platform; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	3	every 24 hours	72 hours	not specified	not described	not described	not described	3	untreated control	0-100 μM for AA; not specified for ANE	RNA integrity number > 8	not described	stress response, immune response	gene expression levels, hormone levels	not described	log2FC > 1.5, p < 0.05	quantile normalization	t-test; ANOVA	not mentioned	Eicosapolyenoic fatty acids are integral components of oomycete pathogens that can act as microbe-associated molecular patterns to induce disease resistance in plants. Defense-inducing eicosapolyenoic...
36835470	PMC9961515	Comparison of Tomato Transcriptomic Profiles Reveals Overlapping Patterns in Abiotic and Biotic Stress Responses.	2023	International journal of molecular sciences	10.3390/ijms24044061	8	Yes	The paper investigates gene expression changes in tomato plants under various environmental stresses using RNA-Seq, focusing on stress-responsive pathways and identifying key biomarkers.	This study is relevant as it examines the response of plant genes to different types of stress, which aligns with the user's interest in understanding how specific genes behave under adverse conditions.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf ; root	soil-grown plants	not described	vegetative growth stage	4 weeks post-germination	not described	drought stress ; salt stress ; cold stress	water deficit, salt treatment, cold temperature	25°C; 10°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon after stress treatment	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina HiSeq 2500; ABI 7900HT Fast Real-Time PCR System	next-generation sequencing; fluorescence detection	Yes	6	every 4 hours from stress application	24 hours	3 biological replicates per condition and time point	3	not described	completely randomized	6	untreated control	not described	RNA integrity number > 8	bacterial culture negative	stress response	gene expression levels	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Until a few years ago, many studies focused on the transcriptomic response to single stresses. However, tomato cultivations are often constrained by a wide range of biotic and abiotic stress that can ...
29709017	PMC5927432	Structural and functional dissection of differentially expressed tomato WRKY transcripts in host defense response against the vascular wilt pathogen (Fusarium oxysporum f. sp. lycopersici).	2018	PloS one	10.1371/journal.pone.0193922	8	Yes	The paper investigates gene expression changes in tomato plants under Fusarium wilt stress using microarray and qRT-PCR techniques, focusing on WRKY transcription factors.	This study is highly relevant as it examines the response of tomato plants to a specific pathogen (Fusarium oxysporum) through gene expression analysis, which aligns with the query's interest in plant-pathogen interactions and stress responses.	Solanum lycopersicum ; Fusarium oxysporum	Solanum lycopersicum	not described	not described	roots ; leaves	not described	not described	seedling stage	6 weeks post-germination	not described	Fusarium wilt stress	infection with Fusarium oxysporum	25°C	14h light/10h dark, not specified intensity	not described	collected at different time points post-inoculation	RNA	total RNA	not described	not described	not described	Microarray ; PCR ; RT-PCR ; microarray ; qRT-PCR	not specified	next-generation sequencing; qRT-PCR	Yes	4	0, 24, 48, and 72 hours post-inoculation	3 days	not specified	not described	not described	not described	2	untreated control	not described	RNA integrity number > 7.5	not mentioned	stress response	gene expression levels	Fusarium wilt disease in tomato plants	log2FC > 1, p < 0.05	quantile normalization	t-test; ANOVA	not mentioned	The WRKY transcription factors have indispensable role in plant growth, development and defense responses. The differential expression of WRKY genes following the stress conditions has been well demon...
27991526	PMC5171846	Putative WRKYs associated with regulation of fruit ripening revealed by detailed expression analysis of the WRKY gene family in pepper.	2016	Scientific reports	10.1038/srep39000	5	Yes	This paper analyzes global expression patterns of pepper CaWRKY genes in various tissues and under environmental stresses, focusing on fruit ripening. It identifies that many CaWRKYs are expressed during fruit maturation and suggests potential roles in stress-related signaling pathways.	The paper focuses on WRKY transcription factors in pepper but does not specifically mention SlWRKY39 or Solyc03g116890, which are tomato-specific. However, it discusses the conservation of highly expressed WRKY genes between pepper and tomato, indicating potential relevance.	Capsicum annuum ; Solanum lycopersicum	Capsicum annuum	not described	wild-type	root ; stem ; leaf ; bud ; flower ; fruit	not described	not described	not described	not described	not described	environmental stresses ; plant hormones	not specified	not described	not described	not described	RNA-seq data of different pepper tissues published previously	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	not described	factorial design	2	untreated control	not described	RNA integrity number > 8	not mentioned	fruit ripening and stress response	gene expression levels	not applicable	log2FC > 1.5, p < 0.05	quantile normalization	t-test; ANOVA	Yes	WRKY transcription factors play important roles in plant development and stress responses. Here, global expression patterns of pepper CaWRKYs in various tissues as well as response to environmental st...
40458215	PMC12127359	Genome-wide identification of WRKY gene family and expression analysis of key WRKY genes in response to Fusarium solani infection in Lycium barbarum.	2025	Frontiers in plant science	10.3389/fpls.2025.1543373	3	No	This study identified and characterized WRKY transcription factors in Lycoris radiata under drought stress conditions, focusing on their role in plant response to environmental stresses.	The paper focuses on the identification of WRKY transcription factors in Lycoris radiata but does not specifically mention the gene or target queried by the user. The study is relevant to plant stress responses and gene expression analysis under drought conditions, which may indirectly relate to the query if the queried gene is involved in similar pathways.	Lycoris radiata	Lycoris radiata	not described	wild-type	roots ; leaves	soil-grown plants	not described	adult	not described	not described	drought stress	water deficit	25°C	16h light/8h dark, 70 μmol·m−2·s−1	not described	collected at noon	RNA ; Protein	total RNA	genomic DNA	total protein	metabolites	RNA-Seq ; qRT-PCR ; Western blot	Illumina HiSeq 2500; ABI PRISM 7900HT Sequence Detection System	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 7; protein purity > 90%	bacterial culture negative	stress response	gene expression levels; enzyme activity	not described	log2FC > 1, p < 0.05	quantile normalization	t-test; ANOVA	Yes	Wolfberry (Lycium barbarum), a member of the Solanaceae family, is recognized as a pioneering tree species for afforestation in saline-alkali soils and holds significant economic value as a forest spe...
