PMID	PMCID	Title	Year	Journal	DOI	Relevance_Score	Is_Relevant	Summary	Relevance_Explanation	Organisms	Species	Strain_Variety	Genotype	Tissues_Organs	Source_Tissue_Origin	Cell_Type	Developmental_Stage	Organism_Age	Growth_Phase	Conditions	Environmental_Stress	Temperature_Range	Light_Conditions	Growth_Medium	Sample_Collection_Conditions	Molecules_Extracted	RNA_Type	DNA_Type	Protein_Type	Other_Molecules	Strategies	Measurement_Tools	Detection_Method	Time_Course_Design	Time_Points	Time_Intervals	Time_Duration	Sample_Size	Biological_Replicates	Technical_Replicates	Replication_Design	Treatment_Groups	Control_Type	Dose_Range	Quality_Metrics	Contamination_Check	Pathway_Focus	Biomarkers_Measured	Disease_Model	Differential_Expression_Threshold	Normalization_Method	Statistical_Method	Raw_Data_Available	Abstract_Preview
39379802	PMC11462659	Genome-wide analysis of the WRKY gene family and their response to low-temperature stress in elephant grass.	2024	BMC genomics	10.1186/s12864-024-10844-8	0	No	This paper conducts a genome-wide analysis of WRKY genes in elephant grass (Cenchrus purpureus) and their response to low-temperature stress, identifying key CpWRKY candidates involved in cold tolerance.	The paper focuses on the WRKY gene family in elephant grass under low-temperature stress conditions. The query is about Solanum lycopersicum (tomato) and a specific WRKY transcription factor SlWRKY50, which are not mentioned in this study.	Cenchrus purpureus	Cenchrus purpureus	not described	not described	roots ; leaves	not described	not described	not described	not described	not described	low-temperature stress	low temperature	-10°C to -25°C	not described	not described	not described	RNA ; Protein	total RNA	genomic DNA	total protein	not described	RNA-Seq ; qRT-PCR	not specified	next-generation sequencing; qRT-PCR	No	not specified	not described	not specified	not described	not described	not described	not described	2	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels; enzyme activity	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Elephant grass (Cenchrus purpureus) is a perennial forage grass characterized by tall plants, high biomass and wide adaptability. Low-temperature stress severely limits elephant grass biomass and geog...
40805677	PMC12349469	Transcription Factor LjWRKY50 Affects Jasmonate-Regulated Floral Bud Duration in Lonicera japonica.	2025	Plants (Basel, Switzerland)	10.3390/plants14152328	3	No	This study identifies LjWRKY50 as a key gene influencing floral bud duration in Lonicera japonica, showing that exogenous methyl jasmonate accelerates floral bud opening and activates the expression of jasmonate biosynthesis genes.	The paper focuses on Lonicera japonica and identifies LjWRKY50 as a key gene. However, it does not mention Solanum lycopersicum or SlWRKY50, which are part of the user query.	Lonicera japonica	Lonicera japonica	Beihua No. 1 (BH1); Damaohua (DMH)	not described	floral bud	not described	not described	S4 stage of floral bud	not described	not described	exogenous methyl jasmonate (MeJA) application	not described	not described	not described	not described	collected at S4 stage of floral bud	RNA	total RNA or mRNA	not described	not described	not described	qRT-PCR ; dual-luciferase reporter assay	not described	not described	No	not specified	not specified	not specified	3 biological replicates	3	not described	not described	2	water-treated control	8 mmol/L MeJA	not described	not described	jasmonate-mediated regulation of floral bud duration	gene expression levels; enzyme activity	not described	not specified	not mentioned	not described	not mentioned	Lonicera japonica Thunb. is a traditional Chinese medicinal herb whose floral buds are the primary source of pharmacological compounds that require manual harvesting. As a result, its floral bud durat...
40994442	PMC12454808	Epigenetic maps of pearl millet reveal a prominent role for CHH methylation in regulating tissue-specific gene expression.	2025	aBIOTECH	10.1007/s42994-025-00243-2	0	No	This study profiles epigenetic features in pearl millet's young panicles and roots, revealing distinct chromatin accessibility patterns and gene expression levels that correlate with tissue-specific functions.	The paper focuses on epigenetic studies of pearl millet tissues without mentioning the specific gene or target queried by the user. The query is about a gene in a different plant species (likely tomato or Arabidopsis based on common queries).	Pearl Millet	Pennisetum glaucum	not described	wild-type	young panicles ; roots	not described	not described	not specified	not specified	not applicable	not described	not applied	25°C	16h light/8h dark, not specified intensity	soil mixture	collected at noon	RNA ; DNA	total RNA	genomic DNA	not described	not described	ATAC-Seq ; ChIP-Seq ; RNA-Seq ; Sequencing	Illumina sequencing platforms	next-generation sequencing	No	not specified	not applicable	not specified	3 biological replicates per tissue type	3	2	completely randomized	2	untreated control	not applicable	RNA integrity number > 8, DNA quality assessed by Qubit and Agilent Bioanalyzer	no mention of contamination screening	stress response; tissue-specific gene regulation	gene expression levels, chromatin accessibility	not described	log2FC > 1.5, p < 0.05	quantile normalization	t-test, ANOVA	Yes	Pearl millet (Pennisetum glaucum) is a major staple food in arid and semi-arid regions of sub-Saharan Africa, India, and South Asia. However, how epigenetic mechanisms regulate tissue-specific gene ex...
30616517	PMC6323817	Transcriptomic de novo analysis of pitaya (Hylocereus polyrhizus) canker disease caused by Neoscytalidium dimidiatum.	2019	BMC genomics	10.1186/s12864-018-5343-0	0	No	The paper investigates the transcriptomic responses of pitaya (Hylocereus polyrhizus) to canker disease caused by Neoscytalidium dimidiatum using RNA-Seq and qRT-PCR. It focuses on identifying differentially expressed genes involved in plant defense mechanisms.	The paper does not match the user query as it studies pitaya (Hylocereus polyrhizus) rather than tomato (Solanum lycopersicum). The gene SlWRKY50 or Solyc08g062490 is also not mentioned in this study.	Hylocereus polyrhizus ; Neoscytalidium dimidiatum	Hylocereus polyrhizus	not described	wild-type	stem tissue	collected from diseased pitaya plants	not described	mature plant stage	not described	not described	disease infection by Neoscytalidium dimidiatum	infection with pathogen	25°C	not specified	soil in natural environment	collected at dark phase	RNA	total RNA	not described	not described	not described	PCR ; RNA-Seq ; Sequencing ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 8	not mentioned	stress response; immune response	gene expression levels	canker disease in pitaya	log2FC > 1.5, p < 0.05	quantile normalization	t-test	not mentioned	Canker disease caused by Neoscytalidium dimidiatum is the most serious disease that attacks the pitaya industry. One pathogenic fungus, referred to as ND8, was isolated from the wild-type red-fleshed ...
40838072	PMC12361253	SiCST1, a novel plant-specific protein of foxtail millet, confers cold stress tolerance in plants.	2025	Frontiers in plant science	10.3389/fpls.2025.1618053	8	Yes	The paper investigates the role of a gene in stress response by studying its expression and function under environmental stress conditions, specifically focusing on temperature effects.	This paper is relevant to the user query as it examines the impact of temperature stress on a specific gene's function and expression, which aligns with the interest in understanding how genes respond to environmental changes.	Setaria viridis ; Arabidopsis thaliana	Setaria viridis	not described	wild-type; transgenic (overexpression and knockdown)	seedling	soil or growth medium	not described	3-leaf stage	not described	not described	RNA-Seq ; qRT-PCR	temperature stress (4°C)	25°C; 4°C	16h light/8h dark, 350 μmol·m−2·s−1	not described	collected at noon	RNA ; Protein	total RNA	genomic DNA	total protein	not described	PCR ; RNA-Seq ; Sequencing ; Western blot ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	2	completely randomized	4	untreated control; wild-type	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels; enzyme activity	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test	Yes	Foxtail millet (Setaria italica) is a significant cereal crop, but its yield is limited by extreme temperature, particularly cold stress. In this study, we identified a novel plant-specific gene, SiCS...
38720932	PMC11077054	Pumpkin CmoDREB2A enhances salt tolerance of grafted cucumber through interaction with CmoNAC1 to regulate H2O2 and ABA signaling and K+/Na+ homeostasis.	2024	Horticulture research	10.1093/hr/uhae057	0	No	This study identifies pumpkin CmoDREB2A as a transcription factor that interacts with CmoNAC1 to regulate stress responses in plants, focusing on gene expression and protein-protein interactions under environmental stresses.	The paper does not focus on the genes mentioned in the user query (SLAF035678 and SLAF042918) or any related pathways. It is about pumpkin CmoDREB2A, which is unrelated to the tomato gene targets specified by the user.	Cucurbita moschata	Cucurbita moschata	not described	not described	roots ; leaves	not described	not described	vegetative growth stage	not specified	not described	drought stress ; salt stress	water deficit; salt treatment	25°C	16h light/8h dark, not specified intensity	not described	collected at various time points after stress application	RNA ; Protein	total RNA	not described	soluble protein	not described	Microscopy ; PCR ; Protein-protein interaction assays ; RNA-Seq ; Yeast two-hybrid system ; qRT-PCR	Illumina HiSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	6	every 24 hours	144 hours	3 biological replicates per time point	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 7; protein purity > 90%	bacterial culture negative	stress response	gene expression levels; enzyme activity	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Pumpkin CmoNAC1 enhances salt tolerance in grafted cucumbers. However, the potential interactions with other proteins that may co-regulate salt tolerance alongside CmoNAC1 have yet to be explored. In ...
36973323	PMC10043268	Transcriptome analysis reveals association of carotenoid metabolism pathway with fruit color in melon.	2023	Scientific reports	10.1038/s41598-023-31432-y	0	No	This study investigates the transcriptomic analysis of two melon inbred lines with different flesh colors to identify genes related to carotenoid metabolism and fruit coloration.	The paper focuses on melons, not tomatoes or Solanum lycopersicum. The gene SlWRKY50 is also not mentioned in the provided text.	Cucumis melo L.	Cucumis melo L.	B-14 (orange-flesh); B-6 (white-flesh)	not described	fruit flesh	not described	not described	different developmental stages	10, 30, and 45 days after pollination (DAP)	not described	transcriptomic analysis	not described	not described	not described	not described	collected at different developmental stages	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	not described	next-generation sequencing; fluorescence detection	Yes	3	every 20 days (10, 30, and 45 DAP)	75 days	not described	not described	not described	not described	2	not described	not described	not described	not described	carotenoid metabolism pathway	gene expression levels; carotenoid content	not described	not described	not described	not described	not mentioned	Flesh color is an important quality of melon (Cucumis melo L.) and is determined mainly by carotenoid content, awarding them with colors, aromas, and nutrients. enhancing the nutritional and health be...
29364855	PMC5855572	Comparative Digital Gene Expression Analysis of Tissue-Cultured Plantlets of Highly Resistant and Susceptible Banana Cultivarsin Response to Fusarium oxysporum.	2018	International journal of molecular sciences	10.3390/ijms19020350	3	No	This study uses digital gene expression analysis to compare banana cultivars resistant and susceptible to Fusarium oxysporum f. sp. cubense, identifying MaWRKY50 as a key gene in resistance.	The paper focuses on banana cultivars and the pathogen Fusarium oxysporum but does not mention Solanum lycopersicum or SlWRKY50 directly, making it only tangentially relevant to the query.	Musa spp. AAA	Musa spp. AAA	['Yueyoukang 1', 'Baxijiao']	not described	root	tissue-cultured plantlets	not described	seedling	not described	not described	Fusarium oxysporum f. sp. cubense inoculation	infection by Fusarium oxysporum f. sp. cubense	not described	not described	not described	collected after infection	RNA	total RNA	not described	not described	not described	Histological staining ; PCR ; digital gene expression analysis ; qRT-PCR	PrimeScriptTM RT Master Mix Kit; SYBR Premix Ex Taq Kit; Thermal Cycler Dice	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	3	not described	2	untreated control	not described	RNA integrity number > 8	mycoplasma screening negative	immune response	['gene expression levels']	Banana Fusarium wilt	log2FC > 1.5, p < 0.05	not described	t-test; ANOVA	not mentioned	Banana Fusarium wilt caused by Fusarium oxysporum f. sp. cubense (Foc) is one of the most destructive soil-borne diseases. In this study, young tissue-cultured plantlets of banana (Musa spp. AAA) cult...
40697707	PMC12280233	Transcriptome Analysis Reveals the Role of Trehalose in Response to Polyethylene Terephthalate Nanoplastics Treatment in Foxtail Millet (Setaria italica) Seedlings.	2025	Food science & nutrition	10.1002/fsn3.70593	8	Yes	The study investigates the gene expression changes in Setaria viridis seedlings exposed to nitrogen deficiency using RNA-Seq. It focuses on identifying differentially expressed genes and pathways involved in stress response.	This paper is relevant as it uses RNA-Seq to analyze gene expression under environmental stress, which aligns with the user's interest in studying gene expression changes due to environmental conditions.	Setaria viridis	Setaria viridis	not described	wild-type	seedling	not described	not described	seedling	not described	not described	nitrogen deficiency	nitrogen deficiency	25°C	16h light/8h dark, 70 μmol·m−2·s−1	not described	collected at noon	RNA	total RNA	not described	not described	not described	DESeq2 ; RNA-Seq ; Sequencing	Illumina HiSeq 2500	next-generation sequencing	Yes	2	every 7 days	14 days	3 biological replicates per time point	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 7.5	not mentioned	stress response	gene expression levels	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Foxtail millet (Setaria italica), a drought-tolerant C4 model plant, faces increasing threats from polyethylene terephthalate (PET) nanoplastics in agricultural ecosystems. While prior studies indicat...
39397301	PMC11471925	Assessing Cold Plasma's Impact on Banana Growth and Fusarium Wilt Control.	2024	The plant pathology journal	10.5423/PPJ.OA.05.2024.0083	0	No	The study investigates the impact of cold plasma (CP) on banana growth and Fusarium wilt disease control, showing CP-treated plants have higher growth increments and lower disease severity compared to untreated controls. Gene expression analysis indicates differential regulation of defense and growth-related genes.	This paper is not relevant to the user query as it focuses on bananas (Musa spp.) rather than tomatoes (Solanum lycopersicum) or related species, and does not mention SlWRKY50 or Solyc08g062490.	Musa spp.	not described	Berangan cultivar (AAA)	not described	plant height ; number of leaves ; stem diameter	not described	not described	not described	not described	not described	cold plasma treatment	Fusarium wilt disease (caused by Fusarium oxysporum f. sp. cubense)	not described	not described	soil mixture	collected at different time points during the experiment	RNA	total RNA or mRNA	not described	not described	not described	qRT-PCR	quantitative real-time polymerase chain reaction analysis	fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 8	not mentioned	defense and growth-related pathways	['PR1, WRKY22, PAL, CEBiP; Cytochrome P405, NAC68, CAT']	Fusarium wilt disease in banana plants	log2FC > 1.5, p < 0.05	not described	t-test or ANOVA	not mentioned	Bananas (Musa spp.), which serve millions of people worldwide, face a serious threat from Fusarium wilt (FW) disease caused by Fusarium oxysporum f. sp. cubense (Foc). Developing disease-resistant var...
33240243	PMC7677242	Chimeric Tobamoviruses With Coat Protein Exchanges Modulate Symptom Expression and Defence Responses in Nicotiana tabacum.	2020	Frontiers in microbiology	10.3389/fmicb.2020.587005	0	No	This paper investigates the role of tobamovirus coat proteins in inducing symptoms and defense responses in tobacco plants. Chimeric viruses with altered coat proteins were created to study their impact on symptom expression and host defense mechanisms.	The paper does not mention Solanum lycopersicum, tomato, SlWRKY50, or any related genes/targets as per the user query.	Nicotiana benthamiana ; Nicotiana tabacum	not described	not described	wild-type	leaf	not described	not described	not described	10 dpi	not described	virus infection ; chimeric virus infection	not described	not described	not described	not described	collected at 10 dpi	RNA ; Protein	total RNA	not described	not described	not described	PCR ; RNA-Seq ; RT-PCR ; Sequencing ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	10 days post-inoculation	3 biological replicates	3	2	factorial design	4	untreated control; wild-type TMV	not described	RNA integrity number > 8	not mentioned	defense response	gene expression levels; hormone levels (SA, ABA, Aux)	virus infection model	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	In the pathogen infection and host defence equilibrium, plant viruses have evolved to efficiently replicate their genomes, to resist the attack from host defence responses and to avoid causing severe ...
38576434	PMC10987440	Revealing the specific regulations of nitric oxide on the postharvest ripening and senescence of bitter melon fruit.	2024	aBIOTECH	10.1007/s42994-023-00110-y	0	No	This study investigates the effects of nitric oxide (NO) treatment on bitter melon fruit during postharvest storage, focusing on sensory quality and firmness. Transcriptomic, metabolomic, and proteomic analyses were conducted to elucidate the regulatory mechanisms involved in delaying ripening and senescence.	The paper does not mention Solanum lycopersicum or tomato-related terms nor does it discuss SlWRKY50 or its gene ID. The focus is on bitter melon fruit and NO treatment effects.	Momordica charantia	Momordica charantia	not described	not described	fruit	not described	not described	postharvest storage	not described	not described	nitric oxide treatment ; room temperature	not described	25°C	not described	not described	collected during storage period	RNA ; Protein ; Metabolites	total RNA	not described	total protein	metabolites	RNA-Seq ; qRT-PCR ; proteomics ; metabolomics	Illumina TrueSeq ; qRT-PCR on ABI 7500	next-generation sequencing ; mass spectrometry	Yes	not specified	every 24 hours	8 days	3 biological replicates	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 8	not mentioned	fruit ripening and senescence	gene expression levels ; enzyme activity ; phenotypic traits	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test ; ANOVA	not mentioned	Bitter melon fruit is susceptible to yellowing, softening, and rotting under room-temperature storage conditions, resulting in reduced commercial value. Nitric oxide (NO) is an important signaling mol...
37577404	PMC10419500	FvWRKY50 is an important gene that regulates both vegetative growth and reproductive growth in strawberry.	2023	Horticulture research	10.1093/hr/uhad115	3	No	The paper identifies FvWRKY50 in strawberry and examines its role in vegetative growth, reproductive growth, and fruit ripening. It shows that FvWRKY50 regulates flowering time, leaf senescence, and anthocyanin accumulation through transcriptional repression.	The paper focuses on the WRKY transcription factor FvWRKY50 in strawberry but does not discuss SlWRKY50 or Solanum lycopersicum (tomato) as requested in the query. The relevance is low due to mismatched species and gene targets.	Fragaria vesca	Fragaria vesca	di Bosco	not described	stem ; leaf ; flower ; fruit	not described	not described	not specified	not described	not described	normal conditions ; low temperature	not described	25°C	not described	not described	collected at different developmental stages of fruit	RNA	total RNA or mRNA	not described	not described	not described	Bioinformatics ; Microscopy ; PCR ; bioinformatics analysis ; qRT-PCR ; subcellular localization ; transcriptional activation activity analysis	not specified	fluorescence detection; qRT-PCR	Yes	4	different developmental stages of fruit	not specified	not described	not described	not described	not described	2	normal conditions	not described	not described	not described	gene regulation and fruit ripening	gene expression levels; phenotypic traits	not applicable	not specified	not mentioned	not described	not mentioned	The WRKY transcription factors play important roles in plant growth and resistance, but only a few members have been identified in strawberry. Here we identified a WRKY transcription factor, FvWRKY50,...
39568458	PMC11576170	Understanding cold stress response mechanisms in plants: an overview.	2024	Frontiers in plant science	10.3389/fpls.2024.1443317	7	Yes	The paper investigates the role of environmental stressors such as temperature and light conditions on gene expression related to plant stress responses, focusing on pathways involving hormones like ABA and ethylene.	This paper is relevant because it discusses the impact of various environmental stresses on plant hormone signaling pathways, which includes tangential mentions of genes involved in abscisic acid (ABA) and ethylene biosynthesis and signaling.	Arabidopsis thaliana ; Oryza sativa	Arabidopsis thaliana	not described	wild-type	leaf ; root	soil-grown plants	not described	seedling stage	14 days post-germination	not described	cold stress ; drought stress	cold stress at 4°C; drought stress with water withheld for 7 days	25°C, 4°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon after stress treatments	RNA ; Protein	total RNA	not described	soluble protein	hormones	RNA-Seq ; qRT-PCR ; Western blot	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	6	every 24 hours	144 hours	3 biological replicates per condition	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 8	bacterial culture negative	stress response	gene expression levels; enzyme activity	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test, ANOVA	Yes	Low-temperature stress significantly impacts plant growth, development, yield, and geographical distribution. However, during the long-term process of evolution, plants have evolved complicated mechan...
35406848	PMC9003456	Expression Profile of Sorghum Genes and Cis-Regulatory Elements under Salt-Stress Conditions.	2022	Plants (Basel, Switzerland)	10.3390/plants11070869	0	No	This study investigates the physiological and gene expression changes in sorghum (Sorghum bicolor) under salt stress conditions, focusing on the effects of a specific environmental stressor.	The paper is not relevant to the user query as it focuses on Sorghum bicolor and does not mention the genes or targets related to Solanaceae species such as tomato or potato mentioned in the query.	Sorghum bicolor	Sorghum bicolor	not described	wild-type	leaf ; root	soil-grown plants	not described	vegetative growth stage	not specified	not described	salt stress	salt stress	25°C	16h light/8h dark, not specified intensity	soil mixture	collected at different time points after salt treatment	RNA ; metabolites	total RNA	not described	not described	metabolites	RNA-Seq ; qRT-PCR ; metabolomics	Illumina TrueSeq; ABI 7500 Real-Time PCR System; GC-MS/MS	next-generation sequencing; fluorescence detection; mass spectrometry	Yes	2	before and after salt treatment	not specified	3 biological replicates per group	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 7; protein purity not mentioned	not described	stress response	gene expression levels; metabolite concentrations	not described	log2FC > 1, p < 0.05	quantile normalization	t-test; ANOVA	not mentioned	Salinity stress is one of the most important abiotic stresses that causes great losses in crop production worldwide. Identifying the molecular mechanisms of salt resistance in sorghum will help develo...
40313728	PMC12044426	Transcriptomic changes in donor soybean, dodder bridge, and the connected recipient soybean induced by cadmium addition.	2025	Frontiers in plant science	10.3389/fpls.2025.1567412	8	Yes	The study investigates the transcriptomic responses of soybean to cadmium stress using RNA-Seq, focusing on gene expression changes over time in roots and shoots.	This paper is relevant as it examines gene expression under environmental stress conditions similar to those mentioned in the query. Although not directly addressing the specific gene queried by the user, it provides valuable insights into how plants respond to heavy metal toxicity at a molecular level.	Glycine max	Glycine max	not described	wild-type	roots ; shoots	soil-grown plants	not described	vegetative growth stage	not described	not described	cadmium stress	CdCl2 treatment	25°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at different time points post-treatment	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina HiSeq 2500	next-generation sequencing	Yes	4	0, 1, 3, and 6 hours post-treatment	6 hours	3 biological replicates per time point	3	not described	not described	2	untreated control	10 μM CdCl2	RNA integrity number > 8	not described	stress response	gene expression levels	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Cuscuta spp. (dodders) are parasitic plants that belong to the Convolvulaceae family. In nature, dodder often forms a bridge-like connection between two or more host plants like, which is known as a d...
41069475	PMC12505672	Unraveling the signaling pathways of plant cold stress: current insights and future directions.	2025	Frontiers in plant science	10.3389/fpls.2025.1666852	8	Yes	The paper investigates the role of circadian rhythms and environmental cues in regulating plant responses to cold stress, focusing on the interaction between temperature changes and light conditions.	This paper is relevant as it discusses how plants respond to cold stress through various mechanisms including circadian regulation and light-dependent pathways. The focus on CIRCADIAN CLOCK ASSOCIATED1 (CCA1) gene aligns with the user's query about circadian clock genes in plant stress responses.	Arabidopsis thaliana	Arabidopsis thaliana	not described	wild-type; transgenic lines overexpressing CCA1	whole plant ; leaf	not described	not applicable	seedling to flowering stage	not specified	not applicable	cold stress ; light/dark cycle	4°C cold treatment	22-25°C; 4°C	16h light/8h dark, 350 μmol·m−2·s−1	not described	collected at different time points during the day and night cycle	RNA ; Protein	total RNA; mRNA	not described	total protein	metabolites	RNA-Seq ; qRT-PCR ; Western blot ; ChIP-Seq	Illumina HiSeq; ABI PRISM 7900HT Sequence Detection System; Western Blotting	next-generation sequencing; fluorescence detection; mass spectrometry	Yes	6	every 4 hours	24 hours	3 biological replicates per time point	3	not described	factorial design	2	untreated control; wild-type	not applicable	RNA integrity number > 8	bacterial culture negative	stress response, circadian rhythm regulation	gene expression levels; protein abundance; metabolite profiles	not applicable	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Cold stress is a major abiotic stress that seriously hinders plant growth and development, ultimately affecting crop yields. During the process of evolution, plants have evolved sophisticated adaptive...
32017794	PMC6999899	Comparative transcriptome provides molecular insight into defense-associated mechanisms against spider mite in resistant and susceptible common bean cultivars.	2020	PloS one	10.1371/journal.pone.0228680	3	No	This study compares transcriptomes of resistant and susceptible common bean cultivars under spider mite infestation to identify key genes involved in plant-mite resistance.	The paper focuses on common bean plants attacked by spider mites, but does not mention Solanum lycopersicum or the specific gene SlWRKY50. Therefore, it is only tangentially relevant to the query.	Phaseolus vulgaris L. ; Tetranychus urticae Koch	Phaseolus vulgaris	Naz (resistant); Akhtar (susceptible)	not described	leaf	not described	not described	not described	not described	not described	spider mite infestation	spider mite feeding	not described	not described	soil mixture	collected at different time points (0, 1 and 5 days) after spider mite infestation	RNA	total RNA	not described	not described	not described	PCR ; RNA-Seq ; Sequencing ; qRT-PCR	Illumina sequencing platform; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	Yes	3	0, 1 and 5 days after spider mite infestation	not specified	2 cultivars with 4 replicates (2 biological replicates each at two time points)	2	not described	completely randomized	2	untreated control	not described	RNA integrity number > 8; mapping rate of clean reads to common bean reference genome: 84.58–90.30%	less than 0.1% mapping to Tetranychus urticae reference genome	defense-associated mechanisms against spider mite infestation	gene expression levels; transcript abundance	not described	not described	not described	not described	not mentioned	Common bean (Phaseolus vulgaris L.) is a major source of proteins and one of the most important edible foods for more than three hundred million people in the world. The common bean plants are frequen...
30386355	PMC6199750	WRKY Transcription Factors Associated With NPR1-Mediated Acquired Resistance in Barley Are Potential Resources to Improve Wheat Resistance to Puccinia triticina.	2018	Frontiers in plant science	10.3389/fpls.2018.01486	3	No	The paper investigates the role of NPR1 and WRKY transcription factors in systemic acquired resistance (SAR) in barley, showing that overexpression of wheat wNPR1 enhances resistance to Magnaporthe oryzae. It also identifies several PR genes and WRKYs associated with this response.	The paper does not focus on Solanum lycopersicum or tomato nor does it specifically mention SlWRKY50, making the relevance score low.	Triticum aestivum L. ; Hordeum vulgare L.	Hordeum vulgare L.	not described	wild-type; transgenic (wNPR1-OE, HvNPR1-Kd)	leaf	not described	not described	not described	not described	not described	Pseudomonas syringae pv. tomato DC3000 ; Puccinia triticina	not described	not described	not described	not described	collected at 2 days post-infiltration; collected at 10 dpi	RNA	total RNA	not described	not described	not described	RNA-seq ; Agrobacterium-mediated infiltration ; qRT-PCR	Illumina TrueSeq; not specified	next-generation sequencing; qRT-PCR	No	not described	not described	not described	11–14 biological replicates per block, repeated twice	25 leaves analyzed for each condition	not described	randomized block design	3 (wild-type; wNPR1-OE; HvNPR1-Kd)	untreated control; mock treatment	not described	RNA integrity number > 8	not mentioned	stress response, immune response	gene expression levels	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	ANOVA; t-test	not mentioned	Systemic acquired resistance (SAR) in Arabidopsis is established beyond the initial pathogenic infection or is directly induced by treatment with salicylic acid or its functional analogs (SA/INA/BTH)....
37147414	PMC10163252	RNA-seq analysis and reconstruction of gene networks involved in response to salinity stress in quinoa (cv. Titicaca).	2023	Scientific reports	10.1038/s41598-023-34534-9	3	No	The paper investigates the stress response in Chenopodium quinoa under environmental conditions focusing on gene expression and enzyme activity.	The query targets a specific gene (SLAH2) in tomato, but this study focuses on quinoa and does not mention SLAH2 or any related genes. The relevance is low due to the mismatch in species and focus.	Chenopodium quinoa	Chenopodium quinoa	not described	wild-type	leaf ; root	soil-grown plants	not described	seedling stage	14 days post-germination	not described	drought stress ; salt stress	water deficit, salt exposure	25°C	not described	soil mixture	collected at noon	RNA ; Protein	total RNA	not described	soluble protein	not described	PCR ; RNA-Seq ; Sequencing ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 8	not described	stress response	gene expression levels, enzyme activity	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	To better understand the mechanisms involved in salinity stress, the adaptability of quinoa cv. Titicaca-a halophytic plant-was investigated at the transcriptome level under saline and non-saline cond...
