pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
39578554	Integrating gene expression analysis and ecophysiological responses to water deficit in leaves of tomato plants.	2024	Scientific reports	Journal Article	Bortolami G; de Werk TA; Larter M	10.1038/s41598-024-80261-0	PMC11584733	https://www.ncbi.nlm.nih.gov/pubmed/39578554	Soil water deficit (WD) significantly impacts plant survival and crop yields. Many gaps remain in our understanding of the synergistic coordination between molecular and ecophysiological responses delaying substantial drought-induced effects on plant growth. To investigate this synergism in tomato leaves, we combined molecular, ecophysiological, and anatomical methods to examine gene expression patterns and physio-anatomical characteristics during a progressing WD experiment. Four sampling points were selected for transcriptomic analysis based on the key ecophysiological responses of the tomato leaves: 4 and 5 days after WD (d-WD), corresponding to 10% and 90% decrease in leaf stomatal conductance; 8 d-WD, the leaf wilting point; and 10 d-WD, when air embolism blocks 12% of the leaf xylem water transport. At 4 d-WD, upregulated genes were mostly linked to ABA-independent responses, with larger-scale ABA-dependent responses occurring at 5 d-WD. At 8 d-WD, we observed an upregulation of heat shock transcription factors, and two days later (10 d-WD), we found a strong upregulation of oxidative stress transcription factors. Finally, we found that young leaves present a stronger dehydration tolerance than mature leaves at the same drought intensity level, presumably because young leaves upregulate genes related to increased callose deposition resulting in limiting water loss to the phloem, and related to increased cell rigidity by modifying cell wall structures. This combined dataset will serve as a framework for future studies that aim to obtain a more holistic WD plant response at the molecular, ecophysiological and anatomical level.	2026-03-03T14:25:08.251570
39921876	Ethylene signaling is essential for mycorrhiza-induced resistance against chewing herbivores in tomato.	2025	Journal of experimental botany	Journal Article	Lidoy J; Rivero J; Ramšak Ž	10.1093/jxb/eraf053	PMC12066123	https://www.ncbi.nlm.nih.gov/pubmed/39921876	Arbuscular mycorrhizal (AM) symbiosis can prime plant defenses, leading to mycorrhiza-induced resistance (MIR) against different attackers, including insect herbivores. Still, our knowledge of the complex molecular regulation leading to MIR is very limited. Here, we showed that the AM fungus Funneliformis mosseae protects tomato plants against two different chewing herbivores, Spodoptera exigua and Manduca sexta. We explored the underlying molecular mechanism through genome-wide transcriptional profiling, bioinformatics network analyses, and functional bioassays. Herbivore-triggered jasmonate (JA)-regulated defenses were primed in leaves of mycorrhizal plants. Likewise, ethylene (ET) biosynthesis and signaling were also higher in leaves of mycorrhizal plants both before and after herbivory. We hypothesized that fine-tuned ET signaling is required for the primed defense response leading to MIR. ET is a complex regulator of plant responses to stress and is generally considered a negative regulator of plant defenses against herbivory. However, ET-deficient or insensitive lines did not show AM-primed JA biosynthesis or defense response, and were unable to develop MIR against any of the herbivores. Thus, we demonstrate that hormone crosstalk is central to the priming of plant immunity by beneficial microbes, with ET fine-tuning being essential for the primed JA biosynthesis and boosted defenses leading to MIR in tomato.	2026-03-03T14:25:08.973897
36077443	Coronatine Enhances Chilling Tolerance of Tomato Plants by Inducing Chilling-Related Epigenetic Adaptations and Transcriptional Reprogramming.	2022	International journal of molecular sciences	Journal Article	Liu Z; Li Z; Wu S	10.3390/ijms231710049	PMC9456409	https://www.ncbi.nlm.nih.gov/pubmed/36077443	Low temperature is an important environmental factor limiting the widespread planting of tropical and subtropical crops. The application of plant regulator coronatine, which is an analog of Jasmonic acid (JA), is an effective approach to enhancing crop's resistance to chilling stress and other abiotic stresses. However, the function and mechanism of coronatine in promoting chilling resistance of tomato is unknown. In this study, coronatine treatment was demonstrated to significantly increase tomato chilling tolerance. Coronatine increases H3K4me3 modifications to make greater chromatin accessibility in multiple chilling-activated genes. Corresponding to that, the expression of CBFs, other chilling-responsive transcription factor (TF) genes, and JA-responsive genes is significantly induced by coronatine to trigger an extensive transcriptional reprogramming, thus resulting in a comprehensive chilling adaptation. These results indicate that coronatine enhances the chilling tolerance of tomato plants by inducing epigenetic adaptations and transcriptional reprogramming.	2026-03-03T14:25:09.785422
35580092	Transcriptome and physiological analysis of increase in drought stress tolerance by melatonin in tomato.	2022	PloS one	Journal Article; Research Support, Non-U.S. Gov't	Yang L; Bu S; Zhao S	10.1371/journal.pone.0267594	PMC9113596	https://www.ncbi.nlm.nih.gov/pubmed/35580092	"Drought stress seriously affects tomato growth, yield and quality. Previous reports have pointed out that melatonin (MT) can alleviate drought stress damage to tomato. To better understand the possible physiological and molecular mechanisms, chlorophyll fluorescence parameters and leaf transcriptome profiles were analyzed in the ""Micro Tom"" tomato cultivar with or without melatonin irrigation under normal and drought conditions. Polyethylene glycol 6000 (PEG6000) simulated continuous drought treatment reduced plant height, but melatonin treatment improved plant growth rate. Physiological parameter measurements revealed that the drought-induced decreases in maximum efficiency of photosystem II (PSII) photochemistry, the effective quantum yield of PSII, electron transfer rate, and photochemical quenching value caused by PEG6000 treatment were alleviated by melatonin treatment, which suggests a protective effect of melatonin on PSII. Comparative transcriptome analysis identified 447, 3982, 4526 and 3258 differentially expressed genes (DEGs) in the comparative groups plus-melatonin vs. minus-melatonin (no drought), drought vs. no drought (minus-melatonin), drought vs. no drought (melatonin) and plus-melatonin vs. minus-melatonin (drought), respectively. Gene Ontology and Kyoto Encyclopedia of Genes and Genomes analysis revealed that DEGs in the four comparative groups were involved in multiple metabolic processes and closely related to hormone signal transduction and transcription factors. Transcriptome data revealed that melatonin changed the expression pattern of most hormone signal transduction related DEGs induced by drought, and improved plant drought resistance by down-regulating the expression of linoleic acid catabolic enzyme genes. These results provide new insights into a probable mechanism of the melatonin-induced protection of photosynthesis and enhancement of drought tolerance in tomato plants."	2026-03-03T14:25:10.503439
32163647	Characterization of novel regulators for heat stress tolerance in tomato from Indian sub-continent.	2020	Plant biotechnology journal	Journal Article	Balyan S; Rao S; Jha S	10.1111/pbi.13371	PMC7540533	https://www.ncbi.nlm.nih.gov/pubmed/32163647	The footprint of tomato cultivation, a cool region crop that exhibits heat stress (HS) sensitivity, is increasing in the tropics/sub-tropics. Knowledge of novel regulatory hot spots from varieties growing in the Indian sub-continent climatic zones could be vital for developing HS-resilient crops. Comparative transcriptome-wide signatures of a tolerant (CLN1621L) and sensitive (CA4) cultivar pair shortlisted from a pool of varieties exhibiting variable thermo-sensitivity using physiological-, survival- and yield-related traits revealed redundant to cultivar-specific HS regulation. The antagonistically expressing genes encode enzymes and proteins that have roles in plant defence and abiotic stresses. Functional characterization of three antagonistic genes by overexpression and silencing established Solyc09g014280 (Acylsugar acyltransferase) and Solyc07g056570 (Notabilis) that are up-regulated in tolerant cultivar, as positive regulators of HS tolerance and Solyc03g020030 (Pin-II proteinase inhibitor), that are down-regulated in CLN1621L, as negative regulator of thermotolerance. Transcriptional assessment of promoters of these genes by SNPs in stress-responsive cis-elements and promoter swapping experiments in opposite cultivar background showed inherent cultivar-specific orchestration of transcription factors in regulating transcription. Moreover, overexpression of three ethylene response transcription factors (ERF.C1/F4/F5) also improved HS tolerance in tomato. This study identifies several novel HS tolerance genes and provides proof of their utility in tomato thermotolerance.	2026-03-03T14:25:11.316137
35551312	The tomato yellow leaf curl virus C4 protein alters the expression of plant developmental genes correlating to leaf upward cupping phenotype in tomato.	2022	PloS one	Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Padmanabhan C; Zheng Y; Shamimuzzaman M	10.1371/journal.pone.0257936	PMC9098041	https://www.ncbi.nlm.nih.gov/pubmed/35551312	Tomato yellow leaf curl virus (TYLCV), a monopartite begomovirus in the family Geminiviridae, is efficiently transmitted by the whitefly, Bemisia tabaci, and causes serious economic losses to tomato crops around the world. TYLCV-infected tomato plants develop distinctive symptoms of yellowing and leaf upward cupping. In recent years, excellent progress has been made in the characterization of TYLCV C4 protein function as a pathogenicity determinant in experimental plants, including Nicotiana benthamiana and Arabidopsis thaliana. However, the molecular mechanism leading to disease symptom development in the natural host plant, tomato, has yet to be characterized. The aim of the current study was to generate transgenic tomato plants expressing the TYLCV C4 gene and evaluate differential gene expression through comparative transcriptome analysis between the transgenic C4 plants and the transgenic green fluorescent protein (Gfp) gene control plants. Transgenic tomato plants expressing TYLCV C4 developed phenotypes, including leaf upward cupping and yellowing, that are similar to the disease symptoms expressed on tomato plants infected with TYLCV. In a total of 241 differentially expressed genes identified in the transcriptome analysis, a series of plant development-related genes, including transcription factors, glutaredoxins, protein kinases, R-genes and microRNA target genes, were significantly altered. These results provide further evidence to support the important function of the C4 protein in begomovirus pathogenicity. These transgenic tomato plants could serve as basic genetic materials for further characterization of plant receptors that are interacting with the TYLCV C4.	2026-03-03T14:25:12.036916
41145961	Antimicrobial Peptides as Part of the Arsenal of Constitutive and Inducible Seed Defences in Tomato Seed Exudates Against Pathogens.	2025	Molecular plant pathology	Journal Article	Tarkowski ŁP; Hubert B; Marchi M	10.1111/mpp.70164	PMC12558808	https://www.ncbi.nlm.nih.gov/pubmed/41145961	Seed immune responses are an underexplored area in host-pathogen interactions, leaving seed-pathogen interactions poorly understood despite their considerable economic impact. This study examined tomato seed defences by assessing the antimicrobial activity (AA) of seed exudates during germination. Results showed genotype-dependent and constitutive defence responses from seeds showing AA in exudates. Seed priming with a panel of elicitors such as methyl jasmonate (MeJA) enhanced AA in certain genotypes, highlighting an inducible defence response. Both constitutive and inducible (elicitor-dependent) seed defences were genotype-dependent and more effective against the non-host pathogen Alternaria brassicicola (Abra43), while host pathogens seemed resistant to exudates' AA, suggesting that they developed strategies to neutralise exudates' AA. Multi-omic analyses revealed distinct hormonal and molecular pathways involved in constitutive and inducible defences. By characterising exudates and correlating genotype- and elicitor-specific AA, candidate antimicrobial compounds were identified. As proof of concept, we functionally validated the AA of a putative defensin (Solyc07g007755) whose expression was highly correlated with the observed AA of the seed exudate against Abra43, demonstrating the potential of our dataset for the development of phytosanitary strategies to protect seeds during germination.	2026-03-03T14:25:12.891218
37669955	SlWRKY16 and SlWRKY31 of tomato, negative regulators of plant defense, involved in susceptibility activation following root-knot nematode Meloidogyne javanica infection.	2023	Scientific reports	Journal Article; Research Support, Non-U.S. Gov't	Kumar A; Sichov N; Bucki P	10.1038/s41598-023-40557-z	PMC10480479	https://www.ncbi.nlm.nih.gov/pubmed/37669955	The involvement of WRKY transcription factors in plant-nematode interactions, and in particular, how these WRKYs participate in regulating the complex morphological and physiological changes occurring after nematode infection, are the topic of active research. We characterized the functional role of the unstudied tomato WRKY genes SlWRKY16 and SlWRKY31 in regulating tomato roots' response to infection by the root-knot nematode Meloidogyne javanica. Using promoter-GUS reporter gene fusions and qRT-PCR, we show that both SlWRKYs are predominantly expressed during the first half of the parasitic life stages, when feeding-site induction and construction occur. Expression of SlWRKY16 increased sharply 15 days after inoculation, whereas SlWRKY31 was already induced earlier, but reached its maximum expression at this time. Both genes were downregulated at the mature female stage. To determine biological function, we produced transgenic lines overexpressing SlWRKY16 and SlWRKY31 in tomato hairy roots. Overexpression of both genes resulted in enhanced M. javanica infection, reflected by increased galling occurrence and reproduction. Expression profiling of marker genes responsive to defense-associated phytohormones indicated reductions in salicylic acid defense-related PR-1 and jasmonic acid defense-related PI in inoculated roots overexpressing SlWRK16 and SlWRKY31, respectively. Our results suggest that SlWRKY16 and SlWRKY31 function as negative regulators of plant immunity induced upon nematode infection.	2026-03-03T14:25:13.562494
35163190	Identification and Characterization of WRKY41, a Gene Conferring Resistance to Powdery Mildew in Wild Tomato (Solanum habrochaites) LA1777.	2022	International journal of molecular sciences	Journal Article	Lian Q; He X; Zhang B	10.3390/ijms23031267	PMC8836203	https://www.ncbi.nlm.nih.gov/pubmed/35163190	WRKYs, a large family of transcription factors, are involved in plant response to biotic and abiotic stresses, but the role of them in tomato resistance to Oidium neolycopersici is still unclear. In this study, we evaluate the role of WRKYs in powdery mildew-resistant wild tomato (Solanum habrochaites) LA1777 defense against O. neolycopersici strain lz (On-lz) using a combination of omics, classical plant pathology- and cell biology-based approaches. A total of 27 WRKYs, belonging to group I, II, and III, were identified as differentially expressed genes in LA1777 against On-lz. It was found that expression of ShWRKY41 was increased after Pseudomonas syringae pv. tomato (Pst) DC3000, On-lz and Botrytiscinerea B05 inoculation or ethylene precursor 1-aminocyclopropane-1-carboxylic acid (ACC) treatment. GUS staining of ShWRKY41 promoter indicated that the expression of ShWRKY41 could be induced by SA and ethylene. Furthermore, ShWRKY41 gene silencing reduced the resistance to On-lz infection by decreasing the generation of H2O2 and HR in LA1777 seedlings. Overall, our research suggests that ShWRKY41 plays a positive role in defense activation and host resistance to O. neolycopersici in wild tomato (S. habrochaites) LA1777.	2026-03-03T14:25:14.284505
38559468	SlWRKY80-mediated jasmonic acid pathway positively regulates tomato resistance to saline-alkali stress by enhancing spermidine content and stabilizing Na+/K+ homeostasis.	2024	Horticulture research	Journal Article	Shang C; Liu X; Chen G	10.1093/hr/uhae028	PMC10980716	https://www.ncbi.nlm.nih.gov/pubmed/38559468	Saline-alkali is an important abiotic stressor influencing tomato production. Exogenous methyl jasmonate (MeJA) is well known to increase tomato resistance to a variety of stresses, although its exact mechanism is yet unknown. In this study we confirmed that 22.5 μmol/l MeJA could significantly improve the saline-alkali stress resistance of tomato. Saline-alkali (300 mM) stress increased the endogenous MeJA and jasmonic acid (JA) contents of tomato by 18.8 and 13.4%, respectively. Exogenous application of 22.5 μmol/l MeJA increased the endogenous MeJA and JA contents in tomato by 15.2 and 15.9%, respectively. Furthermore, we found an important transcription factor, SlWRKY80, which responded to MeJA, and constructed its overexpressing and knockout lines through genetic transformation. It was found that SlWRKY80 actively regulated tomato resistance to saline-alkali stress, and the spraying of exogenous MeJA (22.5 μmol/l) reduced the sensitivity of SlWRKY80 knockout lines to saline-alkali stress. The SlWRKY80 protein directly combines with the promoter of SlSPDS2 and SlNHX4 to positively regulate the transcription of SlSPDS2 and SlNHX4, thereby promoting the synthesis of spermidine and Na+/K+ homeostasis, actively regulating saline-alkali stress. The augmentation of JA content led to a notable reduction of 70.6% in the expression of SlJAZ1, and the release of the SlWRKY80 protein interacting with SlJAZ1. In conclusion, we revealed the mechanism of exogenous MeJA in tomato stress resistance through multiple metabolic pathways, elucidated that exogenous MeJA further promotes spermidine synthesis and Na+/K+ homeostasis by activating the expression of SlWRKY80, which provides a new theoretical basis for the study of the JA stress resistance mechanism and the production of tomato.	2026-03-03T14:25:15.007534
32517212	Transcriptome-Based Analysis of Tomato Genotypes Resistant to Bacterial Spot (Xanthomonas perforans) Race T4.	2020	International journal of molecular sciences	Journal Article	Shi R; Panthee DR	10.3390/ijms21114070	PMC7313073	https://www.ncbi.nlm.nih.gov/pubmed/32517212	Bacterial spot (BS) is one of the most devastating foliar bacterial diseases of tomato and is caused by multiple species of Xanthomonas. We performed the RNA sequencing (RNA-Seq) analysis of three tomato lines with different levels of resistance to Xanthomonas perforans race T4 to study the differentially expressed genes (DEGs) and transcript-based sequence variations. Analysis between inoculated and control samples revealed that resistant genotype Solanum pimpinellifolium accession PI 270443 had more DEGs (834), followed by susceptible genotype tomato (S. lycopersicum L) breeding line NC 714 (373), and intermediate genotype tomato breeding line NC 1CELBR (154). Gene ontology (GO) terms revealed that more GO terms (51) were enriched for upregulated DEGs in the resistant genotype PI 270443, and more downregulated DEGs (67) were enriched in the susceptible genotype NC 714. DEGs in the biotic stress pathway showed more upregulated biotic stress pathway DEGs (67) for PI 270443 compared to more downregulated DEGs (125) for the susceptible NC 714 genotype. Resistant genotype PI 270443 has three upregulated DEGs for pathogenesis-related (PR) proteins, and susceptible genotype NC 714 has one downregulated R gene. Sequence variations called from RNA-Seq reads against the reference genome of susceptible Heinz 1706 showed that chr11, which has multiple reported resistance quantitative trait loci (QTLs) to BS race T4, is identical between two resistant lines, PI 270443 and NC 1CELBR, suggesting that these two lines share the same resistance QTLs on this chromosome. Several loci for PR resistance proteins with sequence variation between the resistant and susceptible tomato lines were near the known Rx4 resistance gene on chr11, and additional biotic stress associated DEGs near to the known Rx4 resistance gene were also identified from the susceptible NC 714 line.	2026-03-03T14:25:15.690517
34666675	Transcriptome analysis of Clavibacter michiganensis subsp. michiganensis-infected tomatoes: a role of salicylic acid in the host response.	2021	BMC plant biology	Journal Article	Yokotani N; Hasegawa Y; Sato M	10.1186/s12870-021-03251-8	PMC8524973	https://www.ncbi.nlm.nih.gov/pubmed/34666675	Bacterial canker of tomato (Solanum lycopersicon) caused by the Gram-positive bacterium Clavibacter michiganensis subsp. michiganensis (Cmm) is an economically important disease. To understand the host defense response to Cmm infection, transcriptome sequences in tomato cotyledons were analyzed by RNA-seq. Overall, 1788 and 540 genes were upregulated and downregulated upon infection, respectively. Gene Ontology enrichment analysis revealed that genes involved in the defense response, phosphorylation, and hormone signaling were over-represented by the infection. Induced expression of defense-associated genes suggested that the tomato response to Cmm showed similarities to common plant disease responses. After infection, many resistance gene analogs (RGAs) were transcriptionally upregulated, including the expressions of some receptor-like kinases (RLKs) involved in pattern-triggered immunity. The expressions of WRKYs, NACs, HSFs, and CBP60s encoding transcription factors (TFs) reported to regulate defense-associated genes were induced after infection with Cmm. Tomato genes orthologous to Arabidopsis EDS1, EDS5/SID1, and PAD4/EDS9, which are causal genes of salicylic acid (SA)-deficient mutants, were upregulated after infection with Cmm. Furthermore, Cmm infection drastically stimulated SA accumulation in tomato cotyledons. Genes involved in the phenylalanine ammonia lyase pathway were upregulated, whereas metabolic enzyme gene expression in the isochorismate synthase pathway remained unchanged. Exogenously applied SA suppressed bacterial growth and induced the expression of WRKYs, suggesting that some Cmm-responsive genes are regulated by SA signaling, and SA signaling activation should improve tomato immunity against Cmm.	2026-03-03T14:25:16.412326
37298675	Transcriptomic Profiling of Tomato Leaves Identifies Novel Transcription Factors Responding to Dehydration Stress.	2023	International journal of molecular sciences	Journal Article	Dong S; Ling J; Song L	10.3390/ijms24119725	PMC10253658	https://www.ncbi.nlm.nih.gov/pubmed/37298675	Drought is among the most challenging environmental restrictions to tomatoes (Solanum lycopersi-cum), which causes dehydration of the tissues and results in massive loss of yield. Breeding for dehydration-tolerant tomatoes is a pressing issue as a result of global climate change that leads to increased duration and frequency of droughts. However, the key genes involved in dehydration response and tolerance in tomato are not widely known, and genes that can be targeted for dehydration-tolerant tomato breeding remains to be discovered. Here, we compared phenotypes and transcriptomic profiles of tomato leaves between control and dehydration conditions. We show that dehydration decreased the relative water content of tomato leaves after 2 h of dehydration treatment; however, it promoted the malondialdehyde (MDA) content and ion leakage ratio after 4 h and 12 h of dehydration, respectively. Moreover, dehydration stress triggered oxidative stress as we detected significant increases in H2O2 and O2- levels. Simultaneously, dehydration enhanced the activities of antioxidant enzymes including peroxidase (POD), superoxide dismutase (SOD), catalase (CAT), and phenylalanine ammonia-lyase (PAL). Genome-wide RNA sequencing of tomato leaves treated with or without dehydration (control) identified 8116 and 5670 differentially expressed genes (DEGs) after 2 h and 4 h of dehydration, respectively. These DEGs included genes involved in translation, photosynthesis, stress response, and cytoplasmic translation. We then focused specifically on DEGs annotated as transcription factors (TFs). RNA-seq analysis identified 742 TFs as DEGs by comparing samples dehydrated for 2 h with 0 h control, while among all the DEGs detected after 4 h of dehydration, only 499 of them were TFs. Furthermore, we performed real-time quantitative PCR analyses and validated expression patterns of 31 differentially expressed TFs of NAC, AP2/ERF, MYB, bHLH, bZIP, WRKY, and HB families. In addition, the transcriptomic data revealed that expression levels of six drought-responsive marker genes were upregulated by de-hydration treatment. Collectively, our findings not only provide a solid foundation for further functional characterization of dehydration-responsive TFs in tomatoes but may also benefit the improvement of dehydration/drought tolerance in tomatoes in the future.	2026-03-03T14:25:17.149410
32549682	Expression of the tomato WRKY gene, SlWRKY23, alters root sensitivity to ethylene, auxin and JA and affects aerial architecture in transgenic Arabidopsis.	2020	Physiology and molecular biology of plants : an international journal of functional plant biology	Journal Article	Singh D; Debnath P; Roohi	10.1007/s12298-020-00820-3	PMC7266899	https://www.ncbi.nlm.nih.gov/pubmed/32549682	WRKY transcription factors (TFs) are a large plant-specific family of TFs that govern development and biotic/abiotic stress responses in plants. We have identified SlWRKY23 as a gene primarily expressed in roots. SlWRKY23 encodes a protein of 320 amino acids that functions as a transcriptional activator. It is transcriptionally up-regulated by ethylene, BAP and salicylic acid treatment but suppressed by IAA. Expression of SlWRKY23 in transgenic Arabidopsis affects sensitivity of roots to ethylene, JA and auxin with transgenic plants showing hypersensitivity to ethylene, JA and auxin-mediated primary root growth inhibition. This hypersensitivity is correlated with higher expression of ERF1 and ARF5 that mediate responses to these hormones. SlWRKY23 expression also affects aerial growth with transgenic plants showing greater number of leaves but smaller rosettes. Flowering time is reduced in transgenic lines and these plants also show a greater number of inflorescence branches, siliques and seeds. The siliques are longer and compactly packed with seeds but seeds are smaller in size. Root biomass shows a 25% decrease in transgenic SlWRKY23 Arabidopsis plants at harvest compared with controls. The studies show that SlWRKY23 regulates plant growth possibly through modulation of genes controlling hormone responses.	2026-03-03T14:25:17.829160
31191610	Comparative Genomic Analysis Reveals Extensive Genetic Variations of WRKYs in Solanaceae and Functional Variations of CaWRKYs in Pepper.	2019	Frontiers in genetics	Journal Article	Cheng Y; Ahammed GJ; Yao Z	10.3389/fgene.2019.00492	PMC6546733	https://www.ncbi.nlm.nih.gov/pubmed/31191610	As a conserved protein family, WRKY has been shown to be involved in multiple biological processes in plants. However, the mechanism of functional diversity for WRKYs in pepper has not been well elucidated. Here, a total of 223 WRKY members from solanaceae crops including pepper, tomato and potato, were analyzed using comparative genomics. A tremendous genetic variation among WRKY members of different solanaceous plants or groups was demonstrated by the comparison of some WRKY features, including number/size, group constitution, gene structure, and domain composition. The phylogenetic analysis showed that except for the known WRKY groups (I, IIa/b/c/d/e and III), two extra WRKY subgroups specifically existed in solanaceous plants, which were named group IIf and group IIg in this study, and their genetic variations were also revealed by the characteristics of some group IIf and IIg WRKYs. Except for the extensive genetic variations, certain degrees of conservatism for solanaceae WRKYs were also revealed. Moreover, the variant zinc-finger structure (CX4,7CX22-24HXC) in group III of solanaceae WRKYs was identified. Expression profiles of CaWRKY genes suggested their potential roles in pepper development and stress responses, and demonstrated a functional division pattern for pepper CaWRKYs. Furthermore, functional analysis using virus induced gene silencing (VIGS) revealed critical roles of two CaWRKYs (CaWRKY45 and CaWRKY58) in plant responses to disease and drought, respectively. This study provides a solid foundation for further dissection of the evolutionary and functional diversity of solanaceae WRKYs in crop plants.	2026-03-03T14:25:18.524337
36802868	Overlapping Local and Systemic Defense Induced by an Oomycete Fatty Acid MAMP and Brown Seaweed Extract in Tomato.	2023	Molecular plant-microbe interactions : MPMI	Journal Article	Lewis DC; Stevens DM; Little H	10.1094/MPMI-09-22-0192-R	PMC10754052	https://www.ncbi.nlm.nih.gov/pubmed/36802868	Eicosapolyenoic fatty acids are integral components of oomycete pathogens that can act as microbe-associated molecular patterns to induce disease resistance in plants. Defense-inducing eicosapolyenoic fatty acids include arachidonic acid (AA) and eicosapentaenoic acid and are strong elicitors in solanaceous plants, with bioactivity in other plant families. Similarly, extracts of a brown seaweed, Ascophyllum nodosum, used in sustainable agriculture as a biostimulant of plant growth, may also induce disease resistance. A. nodosum, similar to other macroalgae, is rich in eicosapolyenoic fatty acids, which comprise as much as 25% of total fatty acid composition. We investigated the response of roots and leaves from AA or a commercial A. nodosum extract (ANE) on root-treated tomatoes via RNA sequencing, phytohormone profiling, and disease assays. AA and ANE significantly altered transcriptional profiles relative to control plants, inducing numerous defense-related genes with both substantial overlap and differences in gene expression patterns. Root treatment with AA and, to a lesser extent, ANE also altered both salicylic acid and jasmonic acid levels while inducing local and systemic resistance to oomycete and bacterial pathogen challenge. Thus, our study highlights overlap in both local and systemic defense induced by AA and ANE, with potential for inducing broad-spectrum resistance against pathogens. [Formula: see text] Copyright © 2023 The Author(s). This is an open access article distributed under the CC BY-NC-ND 4.0 International license.	2026-03-03T14:25:19.170258
36835470	Comparison of Tomato Transcriptomic Profiles Reveals Overlapping Patterns in Abiotic and Biotic Stress Responses.	2023	International journal of molecular sciences	Journal Article	Amoroso CG; D'Esposito D; Aiese Cigliano R	10.3390/ijms24044061	PMC9961515	https://www.ncbi.nlm.nih.gov/pubmed/36835470	Until a few years ago, many studies focused on the transcriptomic response to single stresses. However, tomato cultivations are often constrained by a wide range of biotic and abiotic stress that can occur singularly or in combination, and several genes can be involved in the defensive mechanism response. Therefore, we analyzed and compared the transcriptomic responses of resistant and susceptible genotypes to seven biotic stresses (Cladosporium fulvum, Phytophthora infestans, Pseudomonas syringae, Ralstonia solanacearum, Sclerotinia sclerotiorum, Tomato spotted wilt virus (TSWV) and Tuta absoluta) and five abiotic stresses (drought, salinity, low temperatures, and oxidative stress) to identify genes involved in response to multiple stressors. With this approach, we found genes encoding for TFs, phytohormones, or participating in signaling and cell wall metabolic processes, participating in defense against various biotic and abiotic stress. Moreover, a total of 1474 DEGs were commonly found between biotic and abiotic stress. Among these, 67 DEGs were involved in response to at least four different stresses. In particular, we found RLKs, MAPKs, Fasciclin-like arabinogalactans (FLAs), glycosyltransferases, genes involved in the auxin, ET, and JA pathways, MYBs, bZIPs, WRKYs and ERFs genes. Detected genes responsive to multiple stress might be further investigated with biotechnological approaches to effectively improve plant tolerance in the field.	2026-03-03T14:25:19.976422
29709017	Structural and functional dissection of differentially expressed tomato WRKY transcripts in host defense response against the vascular wilt pathogen (Fusarium oxysporum f. sp. lycopersici).	2018	PloS one	Journal Article	Aamir M; Singh VK; Dubey MK	10.1371/journal.pone.0193922	PMC5927432	https://www.ncbi.nlm.nih.gov/pubmed/29709017	The WRKY transcription factors have indispensable role in plant growth, development and defense responses. The differential expression of WRKY genes following the stress conditions has been well demonstrated. We investigated the temporal and tissue-specific (root and leaf tissues) differential expression of plant defense-related WRKY genes, following the infection of Fusarium oxysporum f. sp. lycopersici (Fol) in tomato. The genome-wide computational analysis revealed that during the Fol infection in tomato, 16 different members of WRKY gene superfamily were found to be involved, of which only three WRKYs (SolyWRKY4, SolyWRKY33, and SolyWRKY37) were shown to have clear-cut differential gene expression. The quantitative real time PCR (qRT-PCR) studies revealed different gene expression profile changes in tomato root and leaf tissues. In root tissues, infected with Fol, an increased expression for SolyWRKY33 (2.76 fold) followed by SolyWRKY37 (1.93 fold) gene was found at 24 hrs which further increased at 48 hrs (5.0 fold). In contrast, the leaf tissues, the expression was more pronounced at an earlier stage of infection (24 hrs). However, in both cases, we found repression of SolyWRKY4 gene, which further decreased at an increased time interval. The biochemical defense programming against Fol pathogenesis was characterized by the highest accumulation of H2O2 (at 48 hrs) and enhanced lignification. The functional diversity across the characterized WRKYs was explored through motif scanning using MEME suite, and the WRKYs specific gene regulation was assessed through the DNA protein docking studies The functional WRKY domain modeled had β sheets like topology with coil and turns. The DNA-protein interaction results revealed the importance of core residues (Tyr, Arg, and Lys) in a feasible WRKY-W-box DNA interaction. The protein interaction network analysis revealed that the SolyWRKY33 could interact with other proteins, such as mitogen-activated protein kinase 5 (MAPK), sigma factor binding protein1 (SIB1) and with other WRKY members including WRKY70, WRKY1, and WRKY40, to respond various biotic and abiotic stresses. The STRING results were further validated through Predicted Tomato Interactome Resource (PTIR) database. The CELLO2GO web server revealed the functional gene ontology annotation and protein subcellular localization, which predicted that SolyWRKY33 is involved in amelioration of biological stress (39.3%) and other metabolic processes (39.3%). The protein (SolyWRKY33) most probably located inside the nucleus (91.3%) with having transcription factor binding activity. We conclude that the defense response following the Fol challenge was accompanied by differential expression of the SolyWRKY4(↓), SolyWRKY33(↑) and SolyWRKY37(↑) transcripts. The biochemical changes are occupied by elicitation of H2O2 generation and accumulation and enhanced lignified tissues.	2026-03-03T14:25:20.883436
